prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,district
Cyberia SmartHomes,1300,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
Vertex Tower @ CyberSquare,999,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,500 sq.ft.,Sepang
Residensi Setia Impian,750,Selangor - Kajang,Condominium,3.0,2.0,2.0,984 sq.ft.,Ampang Jaya
Sri Acappella Serviced Apartments,1500,Selangor - Shah Alam,Service Residence,1.0,,1.0,743 sq.ft.,Klang
Garden Plaza @ Garden Residence,1000,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,450 sq.ft.,Sepang
Bandar Damai Perdana Apartment,700,Selangor - Cheras,Apartment,3.0,,2.0,650 sq.ft.,Hulu Langat
Vista Perdana (Kajang),600,Selangor - Kajang,Apartment,3.0,,2.0,754 sq.ft.,Hulu Langat
Villa Sentosa,850,Selangor - Klang,Apartment,3.0,1.0,2.0,870 sq.ft.,Klang
Vista Bayu (Klang),1600,Selangor - Klang,Apartment,3.0,1.0,2.0,1150 sq.ft.,Klang
Vista Pinggiran,1200,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Residensi Bistaria,1100,Selangor - Ampang,Apartment,3.0,,2.0,850 sq.ft.,Hulu Langat
Sri Manja Court,750,Selangor - Petaling Jaya,Flat,2.0,,1.0,650 sq.ft.,Shah Alam
Springville Residence,1500,Selangor - Seri Kembangan,Condominium,3.0,4.0,2.0,1053 sq.ft.,Hulu Langat
Desa Mentari,750,Selangor - Petaling Jaya,Apartment,3.0,,2.0,750 sq.ft.,Petaling
Taman Bukit Kenangan,700,Selangor - Kajang,Apartment,3.0,,2.0,650 sq.ft.,Hulu Langat
Semarak,850,Selangor - Puchong,Apartment,3.0,1.0,2.0,850 sq.ft.,Shah Alam
Traders Garden @ Cheras Selatan,1200,Selangor - Cheras,Service Residence,3.0,,2.0,773 sq.ft.,Hulu Langat
Residensi Permai,1600,Selangor - Kajang,Condominium,2.0,1.0,2.0,1035 sq.ft.,Ampang Jaya
Taman Tenaga Apartment,900,Selangor - Kajang,Apartment,3.0,1.0,2.0,722 sq.ft.,Hulu Langat
Villa Sentosa,1000,Selangor - Klang,Apartment,3.0,,2.0,850 sq.ft.,Klang
Canopy Hills,1300,Selangor - Kajang,Condominium,2.0,1.0,1.0,590 sq.ft.,Hulu Langat
Tasik Heights Apartment,1200,Selangor - Cheras,Apartment,3.0,1.0,2.0,854 sq.ft.,Hulu Langat
Teratai apartment,700,Selangor - Puchong,Apartment,3.0,,2.0,760 sq.ft.,Petaling
Mutiara Ville @ Cyberjaya,1100,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
"Selangorku PR1MA Lakefront Homes , Cyberjaya",1250,Selangor - Sepang,Condominium,3.0,,2.0,1050 sq.ft.,Sepang
Glenview Villa,1200,Selangor - Cheras,Condominium,3.0,1.0,2.0,1138 sq.ft.,Hulu Langat
Apartment Putra 1,1400,Selangor - Kajang,Apartment,3.0,2.0,2.0,1150 sq.ft.,Hulu Langat
Sfera Residency,2600,Selangor - Seri Kembangan,Condominium,4.0,3.0,4.0,1900 sq.ft.,Hulu Langat
Pangsapuri Seroja (Shah Alam),1000,Selangor - Shah Alam,Apartment,3.0,1.0,2.0,850 sq.ft.,Klang
Impian Sentosa,700,Selangor - Klang,Apartment,3.0,,2.0,755 sq.ft.,Klang
Forest Green,1200,Selangor - Kajang,Condominium,3.0,,2.0,950 sq.ft.,Hulu Langat
Taman Tun Teja,750,Selangor - Rawang,Apartment,3.0,1.0,1.0,600 sq.ft.,Hulu Selangor
Sinaran Ukay,1300,Selangor - Ampang,Condominium,3.0,,2.0,1135 sq.ft.,Hulu Langat
Idaman Residensi Selangorku,1100,Selangor - Cyberjaya,Apartment,3.0,2.0,2.0,1000 sq.ft.,Sepang
Pangsapuri Salvia,1700,Selangor - Kota Damansara,Condominium,3.0,,2.0,890 sq.ft.,Subang Jaya
Menara Geno,1100,Selangor - Subang Jaya,Apartment,1.0,1.0,1.0,550 sq.ft.,Subang Jaya
Pangsapuri Sri Meranti,700,Selangor - Bandar Sri Damansara,Apartment,3.0,,2.0,750 sq.ft.,Petaling
Akasa Cheras South,1400,Selangor - Seri Kembangan,Service Residence,2.0,2.0,2.0,900 sq.ft.,Hulu Langat
Vista Impiana,900,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Lakefront Homes @ Cyberjaya,1700,Selangor - Cyberjaya,Condominium,3.0,1.0,2.0,1010 sq.ft.,Sepang
Pangsapuri Belimbing Heights,950,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,970 sq.ft.,Hulu Langat
Kemuning Aman,900,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,736 sq.ft.,Klang
Cemara Apartment (Bukit Segar Jaya),650,Selangor - Cheras,Apartment,3.0,,2.0,652 sq.ft.,Hulu Langat
Lestari Perdana Apartment,550,Selangor - Seri Kembangan,Apartment,3.0,,2.0,650 sq.ft.,Ampang Jaya
Residensi Zamrud @ Kajang,700,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Hulu Langat
Sun-U Residence,3200,Selangor - Bandar Sunway,Condominium,4.0,,2.0,1600 sq.ft.,Subang Jaya
Seroja Apartment (Putra Perdana),900,Selangor - Puchong,Apartment,3.0,1.0,2.0,738 sq.ft.,Petaling
Saville @ Kajang,1000,Selangor - Kajang,Service Residence,3.0,2.0,2.0,898 sq.ft.,Hulu Langat
E-Mas Villa,700,Selangor - Sepang,Apartment,3.0,,2.0,1000 sq.ft.,Sepang
Apartment Permai (Damansara Damai),650,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,700 sq.ft.,Shah Alam
Vista Lavender,900,Selangor - Puchong,Apartment,3.0,1.0,2.0,852 sq.ft.,Subang Jaya
Ivory Residence,900,Selangor - Kajang,Condominium,3.0,2.0,2.0,1288 sq.ft.,Hulu Langat
The Zizz,1599,Selangor - Damansara Damai,Service Residence,4.0,1.0,2.0,909 sq.ft.,Subang Jaya
Gravit8,2499,Selangor - Port Klang,Service Residence,4.0,,2.0,1128 sq.ft.,Klang
Sutramas Apartment,1300,Selangor - Puchong,Apartment,3.0,1.0,2.0,845 sq.ft.,Shah Alam
Kristal Villa,850,Selangor - Kajang,Condominium,3.0,1.0,2.0,1009 sq.ft.,Hulu Langat
Pangsapuri Lili,600,Selangor - Puchong,Apartment,3.0,,2.0,650 sq.ft.,Petaling
Puri Pesona Apartment,700,Selangor - Kajang,Apartment,3.0,1.0,2.0,835 sq.ft.,Hulu Langat
Pangsapuri Merak (Shah Alam),850,Selangor - Shah Alam,Apartment,3.0,1.0,2.0,850 sq.ft.,Klang
Maisson Ara Damansara,2600,Selangor - Ara Damansara,Service Residence,3.0,,2.0,1385 sq.ft.,Petaling
Suria Ixora,1300,Selangor - Shah Alam,Apartment,3.0,,2.0,700 sq.ft.,Klang
Armanee Terrace I,4200,Selangor - Petaling Jaya,Condominium,4.0,2.0,3.0,2400 sq.ft.,Shah Alam
Vista Millennium Condominiums,1350,Selangor - Puchong,Condominium,3.0,,2.0,850 sq.ft.,Petaling
Silk Sky,2000,Selangor - Balakong,Condominium,3.0,2.0,2.0,1087 sq.ft.,Ampang Jaya
Apartment Harmoni,550,Selangor - Damansara Damai,Apartment,3.0,,2.0,650 sq.ft.,Shah Alam
Pangsapuri Mewah Cheras,650,Selangor - Cheras,Apartment,3.0,,2.0,650 sq.ft.,Ampang Jaya
Desaminium Flora,850,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Desaminium Rimba,900,Selangor - Seri Kembangan,Apartment,5.0,1.0,3.0,1140 sq.ft.,Hulu Langat
Maisson Ara Damansara,2400,Selangor - Ara Damansara,Condominium,3.0,,2.0,1385 sq.ft.,Petaling
Maisson Ara Damansara,1800,Selangor - Ara Damansara,Service Residence,2.0,,2.0,900 sq.ft.,Subang Jaya
The Arc @ Cyberjaya,1500,Selangor - Cyberjaya,Service Residence,3.0,,2.0,946 sq.ft.,Sepang
Serin Residency,1999,Selangor - Cyberjaya,Condominium,3.0,,2.0,1151 sq.ft.,Sepang
University Tower,2800,Selangor - Petaling Jaya,Condominium,3.0,1.0,2.0,1300 sq.ft.,Petaling
Residensi Permai,1250,Selangor - Kajang,Condominium,3.0,2.0,2.0,1050 sq.ft.,Hulu Langat
Flora Damansara Flat,600,Selangor - Damansara Perdana,Flat,3.0,,2.0,650 sq.ft.,Petaling
Green Park,1350,Selangor - Seri Kembangan,Condominium,3.0,2.0,2.0,854 sq.ft.,Ampang Jaya
Suria Jaya,1100,Selangor - Shah Alam,Apartment,2.0,1.0,2.0,536 sq.ft.,Klang
Ritze Perdana 1,1200,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,406 sq.ft.,Subang Jaya
Ritze Perdana 2,1300,Selangor - Damansara Perdana,Condominium,1.0,,1.0,421 sq.ft.,Subang Jaya
Taman Impian Indah Apartment (Balakong),950,Selangor - Balakong,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Ritze Perdana 2,1250,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,435 sq.ft.,Shah Alam
Pandan Ria Apartment,750,Selangor - Ampang,Apartment,3.0,,1.0,650 sq.ft.,Hulu Langat
Springville Residence,1499,Selangor - Seri Kembangan,Condominium,3.0,2.0,2.0,1060 sq.ft.,Hulu Langat
Silk Residence,1200,Selangor - Cheras,Apartment,3.0,2.0,2.0,1021 sq.ft.,Hulu Langat
Pangsapuri Orkid,550,Selangor - Shah Alam,Apartment,3.0,2.0,1.0,650 sq.ft.,Klang
Tropicana City Tropics,2000,Selangor - Petaling Jaya,Service Residence,2.0,1.0,2.0,625 sq.ft.,Shah Alam
Aera Residence,1800,Selangor - Petaling Jaya,Service Residence,2.0,2.0,1.0,718 sq.ft.,Petaling
Suria Permai,900,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,960 sq.ft.,Hulu Langat
Kenwingston Square Garden,1199,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,450 sq.ft.,Sepang
Citadines DPulze Cyberjaya,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,551 sq.ft.,Sepang
Pusat Perniagaan Desa Ria,950,Selangor - Balakong,Apartment,3.0,,2.0,850 sq.ft.,Hulu Langat
SK One Residence,1600,Selangor - Seri Kembangan,Service Residence,2.0,2.0,2.0,966 sq.ft.,Hulu Langat
Red Ruby Apartment,950,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,834 sq.ft.,Hulu Langat
Emporis (Kota Damansara),1900,Selangor - Kota Damansara,Duplex,1.0,,2.0,795 sq.ft.,Petaling
TTDI Adina,1700,Selangor - Shah Alam,Condominium,2.0,1.0,2.0,863 sq.ft.,Klang
Pelangi,1000,Selangor - Kajang,Condominium,3.0,1.0,2.0,990 sq.ft.,Hulu Langat
Mahkota Cheras Flat,600,Selangor - Cheras,Flat,3.0,,2.0,650 sq.ft.,Ampang Jaya
Cyberia SmartHomes,1500,Selangor - Cyberjaya,Condominium,5.0,3.0,4.0,1900 sq.ft.,Sepang
i-Residence @ i-City,2300,Selangor - Shah Alam,Service Residence,3.0,2.0,3.0,1357 sq.ft.,Klang
Silk Sky,1300,Selangor - Balakong,Service Residence,3.0,2.0,2.0,1248 sq.ft.,Hulu Langat
Emporis (Kota Damansara),1950,Selangor - Kota Damansara,Duplex,3.0,2.0,2.0,929 sq.ft.,Petaling
Permata Residence @ Cheras,1100,Selangor - Kajang,Condominium,3.0,2.0,2.0,1041 sq.ft.,Hulu Langat
Laman Baiduri,2000,Selangor - Subang Jaya,Condominium,3.0,3.0,2.0,1200 sq.ft.,Shah Alam
You City,1400,Selangor - Cheras,Service Residence,3.0,2.0,2.0,1276 sq.ft.,Hulu Langat
D'shire Villa,1800,Selangor - Kota Damansara,Apartment,3.0,1.0,2.0,1001 sq.ft.,Petaling
Bandar Baru Ampang,1200,Selangor - Ampang,Apartment,3.0,,1.0,732 sq.ft.,Hulu Langat
The Grand @ Kelana Damansara Suite,1300,Selangor - Kelana Jaya,Service Residence,1.0,,1.0,374 sq.ft.,Subang Jaya
Mutiara Serdang (Turf View),850,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,1000 sq.ft.,Hulu Langat
Mutiara Ville @ Cyberjaya,1100,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
Sri Dahlia Apartment,850,Selangor - Puchong,Apartment,3.0,,2.0,800 sq.ft.,Subang Jaya
Zen Residence,1750,Selangor - Puchong,Condominium,3.0,2.0,2.0,1223 sq.ft.,Subang Jaya
Villa Sentosa,1000,Selangor - Klang,Apartment,3.0,1.0,2.0,850 sq.ft.,Klang
Sri Damansara Court,1250,Selangor - Bandar Sri Damansara,Condominium,2.0,1.0,2.0,750 sq.ft.,Subang Jaya
Koi Prima,1099,Selangor - Puchong,Condominium,3.0,2.0,2.0,1055 sq.ft.,Subang Jaya
Eclipse Residence @ Pan'gaea,2500,Selangor - Cyberjaya,Service Residence,3.0,2.0,2.0,950 sq.ft.,Sepang
Vista Impiana,800,Selangor - Seri Kembangan,Condominium,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
Sri Pinang (Puchong),880,Selangor - Puchong,Apartment,3.0,1.0,2.0,890 sq.ft.,Subang Jaya
"Sky Park, Cyberjaya",1150,Selangor - Cyberjaya,Service Residence,3.0,,1.0,980 sq.ft.,Sepang
Sri Cempaka (Pusat Bandar Puchong),900,Selangor - Puchong,Apartment,3.0,,2.0,800 sq.ft.,Shah Alam
Ivory Residence,1099,Selangor - Kajang,Condominium,3.0,,2.0,1350 sq.ft.,Hulu Langat
Empire Damansara,1900,Selangor - Damansara Perdana,Service Residence,3.0,1.0,2.0,1200 sq.ft.,Shah Alam
Tasik Heights Apartment,1600,Selangor - Cheras,Apartment,3.0,,2.0,854 sq.ft.,Hulu Langat
Mahkota Garden Residence Condominium,1600,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2.0,3.0,1400 sq.ft.,Hulu Langat
Empire Damansara,1350,Selangor - Damansara Perdana,Service Residence,1.0,1.0,2.0,750 sq.ft.,Subang Jaya
Empire City,1100,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,450 sq.ft.,Subang Jaya
The Trees Damansara,1700,Selangor - Damansara Perdana,Condominium,3.0,,2.0,1025 sq.ft.,Shah Alam
Empire Damansara,1250,Selangor - Damansara Perdana,Service Residence,1.0,1.0,2.0,750 sq.ft.,Subang Jaya
Empire City,1200,Selangor - Damansara Perdana,Condominium,1.0,1.0,2.0,900 sq.ft.,Petaling
Lakefront Homes @ Cyberjaya,1500,Selangor - Cyberjaya,Condominium,3.0,,2.0,950 sq.ft.,Sepang
I Residence @ Kota Damansara,2400,Selangor - Kota Damansara,Service Residence,3.0,2.0,2.0,1250 sq.ft.,Petaling
Solstice @ Pan'gaea,2000,Selangor - Cyberjaya,Condominium,2.0,2.0,2.0,954 sq.ft.,Sepang
Empire City,950,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,460 sq.ft.,Subang Jaya
Ritze Perdana 2,1000,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,421 sq.ft.,Shah Alam
Ritze Perdana 2,1000,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,421 sq.ft.,Shah Alam
The Trees Damansara,2600,Selangor - Damansara Perdana,Condominium,3.0,2.0,2.0,1020 sq.ft.,Petaling
Empire City,950,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,460 sq.ft.,Shah Alam
Empire Damansara,1350,Selangor - Damansara Perdana,Service Residence,1.0,1.0,1.0,450 sq.ft.,Shah Alam
Upperville @ 16 Quartz,1800,Selangor - Ulu Klang,Condominium,3.0,2.0,2.0,900 sq.ft.,Klang
Liberty Arc @ Ampang Ukay,1600,Selangor - Ampang,Condominium,1.0,,1.0,450 sq.ft.,Hulu Langat
Lakefront Homes @ Cyberjaya,2000,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1010 sq.ft.,Sepang
Solstice @ Pan'gaea,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,452 sq.ft.,Sepang
Solstice @ Pan'gaea,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,425 sq.ft.,Sepang
Mutiara Ville @ Cyberjaya,1500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1025 sq.ft.,Sepang
Mutiara Ville @ Cyberjaya,1600,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1025 sq.ft.,Sepang
Pinnacle Kelana Jaya,1800,Selangor - Petaling Jaya,Service Residence,2.0,,2.0,895 sq.ft.,Shah Alam
Cube @ One South,1400,Selangor - Seri Kembangan,Studio,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
Koi Kinrara,1350,Selangor - Puchong,Condominium,3.0,1.0,2.0,1076 sq.ft.,Subang Jaya
Goodyear Court 8,1300,Selangor - Subang Jaya,Apartment,3.0,1.0,2.0,1008 sq.ft.,Petaling
Venice Hill,750,Selangor - Cheras,Condominium,2.0,1.0,1.0,765 sq.ft.,Hulu Langat
Desaminium Flora,800,Selangor - Seri Kembangan,Apartment,3.0,,2.0,830 sq.ft.,Hulu Langat
D'Aman Ria,1800,Selangor - Petaling Jaya,Condominium,3.0,1.0,2.0,1100 sq.ft.,Subang Jaya
Subang Soho (One Soho),1700,Selangor - Subang Jaya,Service Residence,1.0,1.0,1.0,635 sq.ft.,Shah Alam
Atmosfera,1500,Selangor - Puchong,Condominium,2.0,1.0,2.0,1050 sq.ft.,Shah Alam
SD Apartments,1500,Selangor - Bandar Sri Damansara,Condominium,3.0,1.0,2.0,811 sq.ft.,Shah Alam
Sri Cempaka Apartment,850,Selangor - Kajang,Apartment,3.0,1.0,2.0,947 sq.ft.,Ampang Jaya
"Pangsapuri Seri Akasia , Puchong Prima",1000,Selangor - Puchong,Apartment,3.0,1.0,2.0,950 sq.ft.,Subang Jaya
Gravit8,1500,Selangor - Port Klang,Service Residence,2.0,,2.0,750 sq.ft.,Klang
Legendview Rawang Condominium,1550,Selangor - Rawang,Condominium,3.0,,2.0,830 sq.ft.,Hulu Selangor
Taman Pinggiran Putra,800,Selangor - Seri Kembangan,Apartment,3.0,,1.0,750 sq.ft.,Hulu Langat
Sutramas Apartment,1100,Selangor - Puchong,Apartment,3.0,,2.0,850 sq.ft.,Shah Alam
Sutera Pines,1200,Selangor - Kajang,Condominium,3.0,2.0,2.0,1118 sq.ft.,Hulu Langat
Taman Sinaran,750,Selangor - Kajang,Apartment,3.0,1.0,2.0,1024 sq.ft.,Hulu Langat
Apartment Komuter Raya,1300,Selangor - Shah Alam,Apartment,3.0,,2.0,1100 sq.ft.,Klang
Alanis @ Warisan Puteri,1200,Selangor - Sepang,Service Residence,2.0,2.0,1.0,650 sq.ft.,Sepang
Tropika Apartment,1000,Selangor - Klang,Apartment,3.0,,2.0,850 sq.ft.,Klang
Emporis (Kota Damansara),1950,Selangor - Kota Damansara,Service Residence,3.0,2.0,2.0,929 sq.ft.,Shah Alam
Impiria Residensi Bukit Tinggi Klang,2200,Selangor - Klang,Service Residence,3.0,2.0,2.0,900 sq.ft.,Klang
Vista Apartment,700,Selangor - Petaling Jaya,Apartment,3.0,2.0,2.0,650 sq.ft.,Petaling
Pangsapuri Sri Meranti,500,Selangor - Bandar Sri Damansara,Apartment,3.0,,2.0,650 sq.ft.,Subang Jaya
Rumah Pangsa Impian (Saujana Putra),127898,Selangor - Kuala Langat,Flat,3.0,,2.0,650 sq.ft.,Kuala Langat
Cova Villa,2100,Selangor - Kota Damansara,Condominium,3.0,1.0,2.0,1147 sq.ft.,Subang Jaya
Taman Putra Perdana,1350,Selangor - Puchong,Condominium,3.0,2.0,2.0,883 sq.ft.,Shah Alam
BSP21,1000,Selangor - Jenjarom,Service Residence,3.0,2.0,2.0,1048 sq.ft.,Kuala Langat
B11 Parkland Residence,1600,Selangor - Cheras,Service Residence,2.0,,2.0,704 sq.ft.,Ampang Jaya
D'Aman Ria,1800,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,900 sq.ft.,Subang Jaya
Apartment Jasmin (Pangsapuri Jasmin),1000,Selangor - Shah Alam,Apartment,3.0,1.0,2.0,850 sq.ft.,Klang
AraTre' Residences,2000,Selangor - Petaling Jaya,Service Residence,2.0,,2.0,797 sq.ft.,Petaling
Mutiara Ville @ Cyberjaya,1700,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1028 sq.ft.,Sepang
Utropolis Urbano,850,Selangor - Shah Alam,Condominium,1.0,1.0,1.0,250 sq.ft.,Klang
Seri Hijauan,1800,Selangor - Shah Alam,Condominium,3.0,1.0,2.0,1046 sq.ft.,Klang
Pelangi Damansara,1100,Selangor - Kota Damansara,Apartment,3.0,1.0,2.0,750 sq.ft.,Subang Jaya
Apartment PR1MA One @ Laman View,1199,Selangor - Cyberjaya,Apartment,3.0,2.0,2.0,1000 sq.ft.,Sepang
Lagoon Perdana,190000,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,852 sq.ft.,Petaling
LBS Skylake Residence,1400,Selangor - Puchong,Service Residence,2.0,2.0,2.0,883 sq.ft.,Petaling
Saville @ Cheras,2300,Selangor - Cheras,Service Residence,3.0,2.0,2.0,1300 sq.ft.,Hulu Langat
The Arc @ Cyberjaya,1300,Selangor - Cyberjaya,Service Residence,3.0,1.0,2.0,950 sq.ft.,Sepang
Lakefront Homes @ Cyberjaya,1900,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
Residensi Kajang Utama,1000,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050 sq.ft.,Hulu Langat
eclipse,1999,Selangor - Cyberjaya,Service Residence,3.0,2.0,2.0,1000 sq.ft.,Sepang
verdi,2299,Selangor - Cyberjaya,Service Residence,2.0,2.0,2.0,750 sq.ft.,Sepang
Centrus SoHo 1 @ Cyberjaya,1100,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Seroja Apartments,850,Selangor - Puchong,Apartment,3.0,1.0,2.0,738 sq.ft.,Shah Alam
Seroja Apartments,1000,Selangor - Puchong,Apartment,3.0,1.0,2.0,738 sq.ft.,Subang Jaya
Garden Park,800,Selangor - Kajang,Condominium,3.0,,2.0,900 sq.ft.,Hulu Langat
Alanis @ Warisan Puteri,1250,Selangor - Sepang,Service Residence,2.0,,1.0,646 sq.ft.,Sepang
Ridzuan Condominium,1250,Selangor - Bandar Sunway,Condominium,2.0,1.0,1.0,992 sq.ft.,Shah Alam
Solstice @ Pan'gaea,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
Mirage By The Lake,1700,Selangor - Cyberjaya,Condominium,2.0,2.0,2.0,1000 sq.ft.,Sepang
Citadines DPulze Cyberjaya,1299,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
Citadines DPulze Cyberjaya,1300,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
Kristal Heights (Shah Alam),1800,Selangor - Shah Alam,Condominium,3.0,1.0,2.0,1400 sq.ft.,Klang
Apartment Lestari (Damansara Damai),800,Selangor - Damansara Damai,Apartment,3.0,,2.0,650 sq.ft.,Shah Alam
Ukay Perdana,700,Selangor - Ampang,Apartment,2.0,1.0,1.0,700 sq.ft.,Hulu Langat
Verdi Eco-dominiums @ Symphony Hills,2200,Selangor - Cyberjaya,Condominium,2.0,2.0,2.0,990 sq.ft.,Sepang
Eclipse Residence @ Pan'gaea,1799,Selangor - Cyberjaya,Service Residence,3.0,2.0,2.0,1000 sq.ft.,Sepang
Eclipse Residence @ Pan'gaea,1800,Selangor - Cyberjaya,Service Residence,3.0,2.0,2.0,1000 sq.ft.,Sepang
CyberSquare SOHO,999,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
"Lake Point Residence, Phase 3",2500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
Verdi Eco-dominiums @ Symphony Hills,1300,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
"Lake Point Residence, Phase 3",2500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
CyberSquare SOHO,999,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Pangsapuri Ria (Kajang),750,Selangor - Kajang,Apartment,3.0,,2.0,670 sq.ft.,Hulu Langat
Impiria Residensi Bukit Tinggi Klang,2000,Selangor - Klang,Service Residence,2.0,,2.0,858 sq.ft.,Klang
Equine Residence,2500,Selangor - Seri Kembangan,Service Residence,4.0,2.0,2.0,1055 sq.ft.,Hulu Langat
Third Avenue,2200,Selangor - Cyberjaya,Apartment,2.0,2.0,2.0,900 sq.ft.,Sepang
The Place @ Cyberjaya,999,Selangor - Cyberjaya,Condominium,1.0,,1.0,600 sq.ft.,Sepang
Las Palmas (Palas) (Rawang),800,Selangor - Rawang,Apartment,3.0,2.0,2.0,750 sq.ft.,Hulu Selangor
Emporis (Kota Damansara),1800,Selangor - Kota Damansara,Condominium,2.0,1.0,1.0,600 sq.ft.,Shah Alam
Maisson Ara Damansara,2800,Selangor - Ara Damansara,Service Residence,3.0,2.0,2.0,1020 sq.ft.,Petaling
Garden Plaza @ Garden Residence,900,Selangor - Cyberjaya,Service Residence,2.0,1.0,2.0,450 sq.ft.,Sepang
3 Residen,1600,Selangor - Ulu Klang,Condominium,3.0,,2.0,1098 sq.ft.,Klang
I Residence @ Kota Damansara,2500,Selangor - Kota Damansara,Service Residence,3.0,2.0,2.0,1260 sq.ft.,Petaling
Garden Plaza @ Garden Residence,900,Selangor - Cyberjaya,Service Residence,2.0,1.0,2.0,450 sq.ft.,Sepang
Mentari Court,1300,Selangor - Petaling Jaya,Apartment,3.0,,2.0,700 sq.ft.,Shah Alam
Third Avenue,2199,Selangor - Cyberjaya,Apartment,2.0,2.0,2.0,900 sq.ft.,Sepang
The Zizz,1950,Selangor - Damansara Damai,Service Residence,4.0,2.0,2.0,1109 sq.ft.,Shah Alam
Sri Sentosa AC4 Block A,1000,Selangor - Petaling Jaya,Flat,3.0,,2.0,650 sq.ft.,Petaling
Garden Plaza @ Garden Residence,950,Selangor - Cyberjaya,Service Residence,3.0,1.0,2.0,450 sq.ft.,Sepang
Garden Plaza @ Garden Residence,950,Selangor - Cyberjaya,Service Residence,3.0,1.0,2.0,450 sq.ft.,Sepang
De Centrum Residences,1700,Selangor - Kajang,Duplex,1.0,1.0,2.0,930 sq.ft.,Ampang Jaya
Taman Kajang Mulia Apartment,550,Selangor - Kajang,Apartment,2.0,,1.0,700 sq.ft.,Hulu Langat
Amerin Residence,1500,Selangor - Kajang,Service Residence,2.0,1.0,2.0,830 sq.ft.,Ampang Jaya
Prima Bayu,1200,Selangor - Klang,Apartment,3.0,,2.0,1150 sq.ft.,Klang
Equine Residence,2500,Selangor - Seri Kembangan,Service Residence,4.0,2.0,2.0,1230 sq.ft.,Hulu Langat
LakeFront Residence,2499,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1398 sq.ft.,Sepang
eclipse,1700,Selangor - Cyberjaya,Service Residence,2.0,2.0,2.0,750 sq.ft.,Sepang
Mirage By The Lake,1700,Selangor - Cyberjaya,Condominium,2.0,2.0,2.0,1000 sq.ft.,Sepang
"Lake Point Residence, Phase 3",2500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
