prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,district
Venice Hill,1100,Selangor - Cheras,Condominium,3.0,1.0,2.0,1399 sq.ft.,Hulu Langat
Empire Damansara,1050,Selangor - Damansara Perdana,Service Residence,1.0,1.0,1.0,363 sq.ft.,Shah Alam
Empire City,1100,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,460 sq.ft.,Shah Alam
Pangsapuri Kemuning Aman,1400,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,900 sq.ft.,Klang
Ritze Perdana 2,1250,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,400 sq.ft.,Subang Jaya
Ritze Perdana 2,1200,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,400 sq.ft.,Shah Alam
Flora Damansara,900,Selangor - Damansara Perdana,Condominium,3.0,1.0,2.0,850 sq.ft.,Petaling
Taman Sentosa Jaya,550,Selangor - Klang,Flat,3.0,,2.0,720 sq.ft.,Klang
Empire Damansara,1400,Selangor - Damansara Perdana,Service Residence,1.0,1.0,2.0,750 sq.ft.,Shah Alam
"Selangorku PR1MA Lakefront Homes , Cyberjaya",1500,Selangor - Sepang,Apartment,3.0,2.0,2.0,850 sq.ft.,Sepang
Suria Permai,950,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Sri Dahlia Apartment (Kajang),950,Selangor - Kajang,Apartment,3.0,1.0,2.0,948 sq.ft.,Hulu Langat
Seri Kasturi (Puchong),1200,Selangor - Puchong,Apartment,3.0,1.0,2.0,863 sq.ft.,Petaling
Alanis @ Warisan Puteri,1600,Selangor - Sepang,Service Residence,3.0,2.0,2.0,890 sq.ft.,Sepang
"Lavender Residence, Bandar Sungai Long",1250,Selangor - Cheras,Condominium,3.0,2.0,2.0,1080 sq.ft.,Ampang Jaya
Alanis @ Warisan Puteri,1250,Selangor - Sepang,Service Residence,2.0,,1.0,646 sq.ft.,Sepang
Suria Permai,900,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Ridzuan Condominium,1250,Selangor - Bandar Sunway,Condominium,2.0,,2.0,800 sq.ft.,Subang Jaya
Flat PKNS Seksyen 7 Shah Alam,1100,Selangor - Shah Alam,Flat,3.0,1.0,1.0,1500 sq.ft.,Klang
Dahlia Apartment (Putra Perdana),650,Selangor - Puchong,Apartment,3.0,2.0,1.0,663 sq.ft.,Shah Alam
Saville @  D'lake,1500,Selangor - Puchong,Service Residence,4.0,2.0,2.0,1120 sq.ft.,Shah Alam
Vista Millennium Condominiums,1450,Selangor - Puchong,Condominium,3.0,1.0,2.0,850 sq.ft.,Subang Jaya
Megaria Tulip,999,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,940 sq.ft.,Hulu Langat
Canopy Hills,603,Selangor - Kajang,Condominium,2.0,,1.0,583 sq.ft.,Ampang Jaya
Landmark Residence,1400,Selangor - Kajang,Service Residence,1.0,,1.0,500 sq.ft.,Hulu Langat
Palm Ville,850,Selangor - Puchong,Apartment,3.0,,2.0,780 sq.ft.,Shah Alam
Rumah Pangsa Impian (Saujana Putra),600,Selangor - Kuala Langat,Flat,3.0,,2.0,650 sq.ft.,Kuala Langat
Kemuning Idaman Apartment,1250,Selangor - Shah Alam,Apartment,3.0,1.0,2.0,900 sq.ft.,Klang
Residensi Idaman Abadi Fasa 1&2,1300,Selangor - Kajang,Condominium,3.0,2.0,3.0,1022 sq.ft.,Hulu Langat
Bandar Pinggiran Subang Apartment,750,Selangor - Shah Alam,Apartment,3.0,,2.0,650 sq.ft.,Klang
Pangsapuri Sri Meranti,500,Selangor - Bandar Sri Damansara,Apartment,3.0,2.0,2.0,650 sq.ft.,Shah Alam
Silk Residence,1200,Selangor - Cheras,Condominium,1.0,1.0,1.0,484 sq.ft.,Hulu Langat
Apartment Bayu,500,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,700 sq.ft.,Petaling
Alanis @ Warisan Puteri,1400,Selangor - Sepang,Service Residence,3.0,2.0,2.0,807 sq.ft.,Sepang
Lakefront Homes @ Cyberjaya,2000,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1010 sq.ft.,Sepang
Amverton Greens,2500,Selangor - Shah Alam,Condominium,3.0,,2.0,953 sq.ft.,Klang
GM Residence Remia,1800,Selangor - Klang,Service Residence,3.0,2.0,2.0,815 sq.ft.,Klang
Amverton Greens,1800,Selangor - Shah Alam,Condominium,3.0,,2.0,953 sq.ft.,Klang
Kenwingston Square Garden,1500,Selangor - Cyberjaya,Service Residence,2.0,2.0,1.0,600 sq.ft.,Sepang
Blok A7 Bukit Segar Apartment,750,Selangor - Cheras,Apartment,3.0,,1.0,701 sq.ft.,Hulu Langat
3 Residen,2600,Selangor - Ulu Klang,Condominium,3.0,2.0,2.0,1031 sq.ft.,Klang
3 Residen,2700,Selangor - Ulu Klang,Condominium,3.0,2.0,2.0,850 sq.ft.,Klang
Ara Sentral,2000,Selangor - Ara Damansara,Condominium,1.0,1.0,1.0,571 sq.ft.,Subang Jaya
Traders Garden @ Cheras Selatan,2300,Selangor - Cheras,Service Residence,3.0,2.0,2.0,773 sq.ft.,Hulu Langat
Avenue D'Vogue,1600,Selangor - Petaling Jaya,Condominium,1.0,1.0,1.0,592 sq.ft.,Shah Alam
Emporis (Kota Damansara),1900,Selangor - Kota Damansara,Condominium,1.0,,2.0,662 sq.ft.,Shah Alam
Amerin Residence,1600,Selangor - Kajang,Service Residence,2.0,2.0,2.0,857 sq.ft.,Hulu Langat
Vista Alam Serviced Apartment,1000,Selangor - Shah Alam,Service Residence,1.0,,1.0,250 sq.ft.,Klang
Mutiara Serdang (Turf View),1300,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,956 sq.ft.,Hulu Langat
Pacific Star,2450,Selangor - Petaling Jaya,Apartment,2.0,1.0,1.0,750 sq.ft.,Shah Alam
Vista Alam Serviced Apartment,2400,Selangor - Shah Alam,Service Residence,3.0,2.0,2.0,1400 sq.ft.,Klang
Alami Residensi,2200,Selangor - Shah Alam,Service Residence,3.0,2.0,2.0,1082 sq.ft.,Klang
Indah Alam,1800,Selangor - Shah Alam,Condominium,4.0,2.0,2.0,1250 sq.ft.,Klang
Menara U,1400,Selangor - Shah Alam,Condominium,2.0,1.0,1.0,527 sq.ft.,Klang
Verde @ Ara Damansara,3500,Selangor - Ara Damansara,Service Residence,3.0,2.0,2.0,1500 sq.ft.,Petaling
Emporis (Kota Damansara),1600,Selangor - Kota Damansara,Duplex,1.0,,2.0,602 sq.ft.,Shah Alam
Parkland Residence,1500,Selangor - Cheras,Service Residence,2.0,1.0,2.0,705 sq.ft.,Hulu Langat
Vista Millennium Condominiums,1200,Selangor - Puchong,Condominium,3.0,1.0,2.0,970 sq.ft.,Subang Jaya
Garden Plaza @ Garden Residence,1300,Selangor - Cyberjaya,Service Residence,2.0,,2.0,700 sq.ft.,Sepang
"Sky Park, Cyberjaya",1000,Selangor - Cyberjaya,Service Residence,1.0,,1.0,545 sq.ft.,Sepang
Pacific Place,1480,Selangor - Ara Damansara,Service Residence,1.0,1.0,1.0,529 sq.ft.,Shah Alam
Bandar Baru Ampang,850,Selangor - Ampang,Flat,3.0,,1.0,650 sq.ft.,Hulu Langat
Puncak Seri Kelana Kondominium,1700,Selangor - Subang Jaya,Condominium,3.0,,2.0,1047 sq.ft.,Subang Jaya
Tropicana City Tropics,2200,Selangor - Petaling Jaya,Service Residence,2.0,1.0,2.0,625 sq.ft.,Petaling
Perdana Exclusive Condo,500,Selangor - Damansara Perdana,Condominium,5.0,,2.0,950 sq.ft.,Petaling
Nadayu63,1600,Selangor - Ampang,Condominium,1.0,1.0,1.0,557 sq.ft.,Ampang Jaya
Kemuning Aman,950,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,732 sq.ft.,Klang
Prima U1,2000,Selangor - Shah Alam,Condominium,3.0,1.0,2.0,980 sq.ft.,Klang
Garden Plaza @ Garden Residence,1250,Selangor - Cyberjaya,Service Residence,2.0,,2.0,700 sq.ft.,Sepang
Mutiara Ville @ Cyberjaya,1300,Selangor - Cyberjaya,Condominium,3.0,,2.0,975 sq.ft.,Sepang
Garden Plaza @ Garden Residence,1100,Selangor - Cyberjaya,Service Residence,4.0,,2.0,700 sq.ft.,Sepang
"Sky Park, Cyberjaya",950,Selangor - Cyberjaya,Service Residence,1.0,,1.0,575 sq.ft.,Sepang
Pangsapuri Palma (Bandar Botanic),890,Selangor - Klang,Apartment,3.0,10.0,2.0,657 sq.ft.,Klang
Sri Raya (Rayana Rise),1050,Selangor - Ampang,Apartment,3.0,,2.0,800 sq.ft.,Hulu Langat
Sri Cempaka (Pusat Bandar Puchong),900,Selangor - Puchong,Apartment,3.0,1.0,2.0,850 sq.ft.,Petaling
Vista Pinggiran,850,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,815 sq.ft.,Hulu Langat
Pendekar,650,Selangor - Cheras,Apartment,3.0,,2.0,650 sq.ft.,Hulu Langat
Mutiara Ville @ Cyberjaya,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Sinaran Ukay,1250,Selangor - Ampang,Condominium,3.0,1.0,2.0,1135 sq.ft.,Hulu Langat
Pangsapuri Akasia Berjaya Park,1000,Selangor - Shah Alam,Apartment,3.0,,2.0,811 sq.ft.,Klang
Mutiara Ville @ Cyberjaya,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Asteria,950,Selangor - Klang,Apartment,3.0,,2.0,850 sq.ft.,Klang
saujana apartment,1000,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,700 sq.ft.,Subang Jaya
Pangsapuri Sri Nervillia,750,Selangor - Shah Alam,Apartment,3.0,,2.0,659 sq.ft.,Klang
KU Suites,1300,Selangor - Shah Alam,Service Residence,1.0,1.0,1.0,667 sq.ft.,Klang
Vista Shop Apartment (Damansara Damai),690,Selangor - Damansara Damai,Apartment,3.0,,1.0,800 sq.ft.,Subang Jaya
Pangsapuri Sri Kejora,1000,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,900 sq.ft.,Klang
Pinang Heights,1800,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,1250 sq.ft.,Klang
Pangsapuri Akasia Berjaya Park,999,Selangor - Shah Alam,Apartment,3.0,,2.0,811 sq.ft.,Klang
Parkland Residence,1500,Selangor - Cheras,Service Residence,1.0,1.0,1.0,551 sq.ft.,Hulu Langat
Kemuncak Shah Alam,1700,Selangor - Shah Alam,Condominium,2.0,1.0,2.0,1018 sq.ft.,Klang
Pelangi Heights,1300,Selangor - Klang,Condominium,3.0,,2.0,1064 sq.ft.,Klang
Pelangi Damansara,1500,Selangor - Kota Damansara,Condominium,3.0,1.0,2.0,900 sq.ft.,Petaling
Kristal Heights (Gombak),1000,Selangor - Gombak,Apartment,3.0,1.0,2.0,834 sq.ft.,Gombak
Centrus SoHo 1 @ Cyberjaya,1100,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Canopy Hills,999,Selangor - Kajang,Condominium,2.0,1.0,1.0,590 sq.ft.,Ampang Jaya
Nova Saujana,1800,Selangor - Shah Alam,Service Residence,2.0,1.0,2.0,855 sq.ft.,Klang
Lagoon Perdana,1200,Selangor - Petaling Jaya,Apartment,3.0,,2.0,852 sq.ft.,Petaling
Kenwingston Square Garden,1300,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,500 sq.ft.,Sepang
Bell Suites,1199,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
LakeFront Residence,1399,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,950 sq.ft.,Sepang
Puncak Nusa Kelana,2100,Selangor - Petaling Jaya,Condominium,4.0,,3.0,1450 sq.ft.,Shah Alam
Koi Prima,1300,Selangor - Puchong,Condominium,3.0,2.0,3.0,1096 sq.ft.,Subang Jaya
D'Sara Sentral Serviced Residence,1200,Selangor - Sungai Buloh,Service Residence,1.0,1.0,1.0,500 sq.ft.,Gombak
Lagoon Suites,1400,Selangor - Shah Alam,Condominium,2.0,2.0,2.0,900 sq.ft.,Klang
Vista Impiana,750,Selangor - Seri Kembangan,Condominium,1.0,1.0,1.0,465 sq.ft.,Hulu Langat
Indah Condominium,1000,Selangor - Petaling Jaya,Condominium,3.0,,2.0,850 sq.ft.,Shah Alam
Pangsapuri Kenari,650,Selangor - Seri Kembangan,Apartment,3.0,2.0,2.0,710 sq.ft.,Hulu Langat
Aera Residence,1650,Selangor - Petaling Jaya,Service Residence,2.0,2.0,1.0,718 sq.ft.,Petaling
The Greens (Residensi Hijauan) @ Subang West,1800,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,915 sq.ft.,Klang
Lakes Condominiums / Pangsapuri Tasik,1500,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,980 sq.ft.,Klang
Rista Villa Apartment,700,Selangor - Puchong,Apartment,3.0,,1.0,606 sq.ft.,Subang Jaya
D'Sara Sentral Serviced Residence,2000,Selangor - Sungai Buloh,Service Residence,3.0,1.0,2.0,1136 sq.ft.,Gombak
Garden Plaza @ Garden Residence,1200,Selangor - Cyberjaya,Service Residence,4.0,,2.0,700 sq.ft.,Sepang
Serin Residency,2300,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1150 sq.ft.,Sepang
Boulevard 51,1100,Selangor - Petaling Jaya,Condominium,1.0,,1.0,471 sq.ft.,Petaling
Tamarind Suites @ Cyberjaya,1300,Selangor - Cyberjaya,Studio,1.0,1.0,1.0,450 sq.ft.,Sepang
Lagoon Perdana,1200,Selangor - Petaling Jaya,Apartment,3.0,,2.0,850 sq.ft.,Petaling
Sri Camellia Apartment,900,Selangor - Puchong,Apartment,3.0,1.0,2.0,850 sq.ft.,Petaling
Pangsapuri Prima Cempaka,700,Selangor - Kajang,Flat,3.0,3.0,2.0,650 sq.ft.,Hulu Langat
Amanja Semi-D Suites,1500,Selangor - Bandar Sri Damansara,Condominium,2.0,1.0,2.0,790 sq.ft.,Petaling
Gravit8,1300,Selangor - Port Klang,Service Residence,2.0,2.0,2.0,750 sq.ft.,Klang
3 Elements,1800,Selangor - Seri Kembangan,Condominium,2.0,2.0,2.0,800 sq.ft.,Ampang Jaya
D'Sara Sentral Serviced Residence,1800,Selangor - Sungai Buloh,Service Residence,2.0,,1.0,809 sq.ft.,Gombak
Oasis 2 Residence,1100,Selangor - Kajang,Condominium,3.0,2.0,2.0,1270 sq.ft.,Hulu Langat
3 Elements,900,Selangor - Seri Kembangan,Studio,1.0,1.0,1.0,647 sq.ft.,Ampang Jaya
AraGreens Residences,2300,Selangor - Ara Damansara,Service Residence,2.0,1.0,1.0,800 sq.ft.,Shah Alam
Liberty Arc @ Ampang Ukay,1450,Selangor - Ampang,Condominium,1.0,,1.0,450 sq.ft.,Hulu Langat
City of Green Condominium,1050,Selangor - Seri Kembangan,Studio,1.0,1.0,1.0,650 sq.ft.,Ampang Jaya
Sri Tanjung (Puchong),950,Selangor - Puchong,Apartment,3.0,1.0,2.0,1012 sq.ft.,Petaling
Garden Plaza @ Garden Residence,950,Selangor - Cyberjaya,Service Residence,3.0,,2.0,450 sq.ft.,Sepang
Permai Apartment,950,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,700 sq.ft.,Petaling
saujana apartment,799,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,700 sq.ft.,Subang Jaya
Koi Kinrara,1800,Selangor - Puchong,Condominium,3.0,1.0,2.0,1153 sq.ft.,Petaling
I Residence @ Kota Damansara,2500,Selangor - Kota Damansara,Service Residence,3.0,2.0,2.0,1300 sq.ft.,Petaling
Lagoon Perdana,1200,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,850 sq.ft.,Petaling
Acappella Residences,3000,Selangor - Shah Alam,Service Residence,2.0,1.0,2.0,950 sq.ft.,Klang
SqWhere,2800,Selangor - Sungai Buloh,Service Residence,4.0,2.0,2.0,1570 sq.ft.,Gombak
Residensi Zamrud,900,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Hulu Langat
Oasis Ara Damansara,1500,Selangor - Ara Damansara,Service Residence,1.0,1.0,1.0,669 sq.ft.,Subang Jaya
Third Avenue,999,Selangor - Cyberjaya,Apartment,1.0,1.0,1.0,400 sq.ft.,Sepang
Puteri Bayu Apartments (Bayu Puteri),1100,Selangor - Puchong,Apartment,3.0,2.0,2.0,904 sq.ft.,Petaling
Sri Acappella Serviced Apartments,3000,Selangor - Shah Alam,Service Residence,3.0,1.0,2.0,1279 sq.ft.,Klang
Residensi Permai,850,Selangor - Kajang,Condominium,3.0,2.0,2.0,860 sq.ft.,Hulu Langat
Desa Impiana,1450,Selangor - Puchong,Apartment,3.0,1.0,2.0,1068 sq.ft.,Petaling
Pangsapuri Saujana Permai 2,950,Selangor - Kajang,Apartment,3.0,,2.0,1069 sq.ft.,Hulu Langat
Palm Spring @ Damansara,1599,Selangor - Kota Damansara,Condominium,3.0,1.0,2.0,1028 sq.ft.,Shah Alam
Palm Garden Apartment,1400,Selangor - Klang,Apartment,3.0,1.0,2.0,1000 sq.ft.,Klang
Seri Jati Apartment (Seri Kembangan),800,Selangor - Seri Kembangan,Apartment,3.0,2.0,2.0,1000 sq.ft.,Hulu Langat
MKH Boulevard,1700,Selangor - Kajang,Service Residence,3.0,2.0,2.0,1094 sq.ft.,Hulu Langat
Suria Court @ Bandar Mahkota Cheras,800,Selangor - Bandar Mahkota Cheras,Apartment,3.0,2.0,2.0,1000 sq.ft.,Hulu Langat
Impian Apartment,800,Selangor - Damansara Damai,Apartment,3.0,,2.0,650 sq.ft.,Petaling
Hyve,1100,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Pangsapuri Seri Saujana (Saujana Putra),680,Selangor - Jenjarom,Apartment,3.0,1.0,2.0,750 sq.ft.,Kuala Langat
Ritze Perdana 1,1600,Selangor - Damansara Perdana,Studio,1.0,1.0,2.0,634 sq.ft.,Shah Alam
Seroja Apartment (Putra Perdana),1100,Selangor - Puchong,Apartment,3.0,1.0,2.0,738 sq.ft.,Subang Jaya
Taman Desa Pesona,1900,Selangor - Petaling Jaya,Condominium,4.0,1.0,2.0,1450 sq.ft.,Subang Jaya
Alam Sanjung @ Subang West,1700,Selangor - Shah Alam,Service Residence,3.0,2.0,2.0,864 sq.ft.,Klang
Menara U2,1600,Selangor - Shah Alam,Service Residence,2.0,1.0,1.0,450 sq.ft.,Klang
Sfera Residency,2300,Selangor - Seri Kembangan,Service Residence,3.0,2.0,2.0,985 sq.ft.,Hulu Langat
Traders Garden @ Cheras Selatan,1500,Selangor - Cheras,Service Residence,3.0,,2.0,900 sq.ft.,Hulu Langat
Sutramas Apartment,1200,Selangor - Puchong,Apartment,3.0,1.0,2.0,850 sq.ft.,Shah Alam
Urban 360,1400,Selangor - Gombak,Service Residence,1.0,1.0,1.0,511 sq.ft.,Gombak
Mahkota Garden Residence Condominium,1350,Selangor - Bandar Mahkota Cheras,Condominium,4.0,,2.0,1200 sq.ft.,Ampang Jaya
Seri Mas (Seri Kembangan),1000,Selangor - Seri Kembangan,Condominium,3.0,2.0,2.0,850 sq.ft.,Hulu Langat
PJS 2,1100,Selangor - Petaling Jaya,Apartment,2.0,1.0,1.0,750 sq.ft.,Shah Alam
Alanis @ Warisan Puteri,1400,Selangor - Sepang,Service Residence,3.0,2.0,2.0,807 sq.ft.,Sepang
Lagoon Perdana,950,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,852 sq.ft.,Shah Alam
Tropicana Aman 1 â€“ Tropicana Urban Homes,1500,Selangor - Kuala Langat,Condominium,3.0,2.0,2.0,870 sq.ft.,Kuala Langat
Evergreen Park Scot Pine,2000,Selangor - Kajang,Condominium,3.0,1.0,2.0,1700 sq.ft.,Hulu Langat
Lestari Perdana Apartment,680,Selangor - Seri Kembangan,Apartment,3.0,,1.0,650 sq.ft.,Hulu Langat
I Residence @ Kota Damansara,2499,Selangor - Kota Damansara,Service Residence,3.0,2.0,2.0,1260 sq.ft.,Petaling
The Zizz,500,Selangor - Damansara Damai,Service Residence,1.0,1.0,1.0,90 sq.ft.,Shah Alam
Residensi Idaman Abadi Fasa 1&2,1100,Selangor - Kajang,Condominium,3.0,2.0,3.0,1022 sq.ft.,Hulu Langat
Pangsapuri Puncak Saujana,950,Selangor - Kajang,Apartment,3.0,,2.0,1055 sq.ft.,Hulu Langat
Tropicana Aman 1 â€“ Tropicana Urban Homes,1800,Selangor - Kuala Langat,Condominium,3.0,2.0,2.0,1000 sq.ft.,Kuala Langat
Residensi Suasana @ Damai,500,Selangor - Damansara Damai,Condominium,1.0,1.0,1.0,200 sq.ft.,Subang Jaya
Union Suites,3499,Selangor - Petaling Jaya,Apartment,2.0,2.0,2.0,835 sq.ft.,Subang Jaya
Palm Spring @ Damansara,1600,Selangor - Kota Damansara,Condominium,3.0,1.0,2.0,1028 sq.ft.,Subang Jaya
Desa Impiana,1499,Selangor - Puchong,Apartment,3.0,1.0,2.0,1068 sq.ft.,Shah Alam
Desa Lembah Permai,750,Selangor - Ampang,Flat,3.0,,2.0,650 sq.ft.,Ampang Jaya
BSP21,150,Selangor - Jenjarom,Service Residence,1.0,,1.0,40 sq.ft.,Kuala Langat
Lakeview Apartments,950,Selangor - Gombak,Apartment,3.0,,2.0,860 sq.ft.,Gombak
Impiria Residensi Bukit Tinggi Klang,3500,Selangor - Klang,Service Residence,3.0,,3.0,1300 sq.ft.,Klang
Lagoon Perdana,1000,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,852 sq.ft.,Shah Alam
Pacific Place,1900,Selangor - Ara Damansara,Service Residence,2.0,1.0,2.0,864 sq.ft.,Subang Jaya
Ritze Perdana 1,1300,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,634 sq.ft.,Petaling
Ritze Perdana 1,1250,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,634 sq.ft.,Shah Alam
Impian Sentosa,850,Selangor - Klang,Apartment,3.0,,2.0,754 sq.ft.,Klang
Nadayu63,1600,Selangor - Ampang,Condominium,1.0,1.0,1.0,559 sq.ft.,Hulu Langat
City of Green Condominium,1500,Selangor - Seri Kembangan,Service Residence,3.0,2.0,2.0,1065 sq.ft.,Hulu Langat
Putra One,1650,Selangor - Sungai Buloh,Condominium,3.0,2.0,2.0,1100 sq.ft.,Gombak
Seroja Apartment (Putra Perdana),850,Selangor - Puchong,Apartment,3.0,1.0,2.0,738 sq.ft.,Shah Alam
Aster Residence Cheras,2400,Selangor - Cheras,Condominium,3.0,,2.0,810 sq.ft.,Ampang Jaya
Lakefront Homes @ Cyberjaya,1900,Selangor - Cyberjaya,Condominium,3.0,,2.0,1010 sq.ft.,Sepang
LakeFront Residence,2500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1390 sq.ft.,Sepang
Pangsapuri Seri Saujana (Saujana Putra),800,Selangor - Jenjarom,Apartment,3.0,,2.0,850 sq.ft.,Kuala Langat
Green Residence @ Cheras 9th Mile,1500,Selangor - Cheras,Condominium,3.0,2.0,2.0,1127 sq.ft.,Hulu Langat
Vista Millennium Condominiums,1399,Selangor - Puchong,Condominium,3.0,1.0,2.0,1000 sq.ft.,Shah Alam
Sutramas Apartment,1200,Selangor - Puchong,Apartment,3.0,1.0,2.0,860 sq.ft.,Shah Alam
Sutramas Apartment,1200,Selangor - Puchong,Apartment,3.0,1.0,2.0,860 sq.ft.,Petaling
Equine Residence,1000,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,1200 sq.ft.,Hulu Langat
Laguna Biru,1300,Selangor - Rawang,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Selangor
Cube @ One South,1400,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,480 sq.ft.,Ampang Jaya
Saraka Apartment,950,Selangor - Puchong,Condominium,3.0,1.0,2.0,915 sq.ft.,Petaling
Mahkota Garden Residence Condominium,1600,Selangor - Bandar Mahkota Cheras,Condominium,4.0,,2.0,1396 sq.ft.,Hulu Langat
Casa Suria,1100,Selangor - Cheras,Condominium,4.0,1.0,3.0,1285 sq.ft.,Hulu Langat
Lagoon Suites,1650,Selangor - Shah Alam,Condominium,2.0,2.0,2.0,900 sq.ft.,Klang
Pusat Hentian Kajang,800,Selangor - Kajang,Flat,3.0,,2.0,900 sq.ft.,Hulu Langat
Horizon Suites,999,Selangor - Dengkil,Service Residence,1.0,,1.0,480 sq.ft.,Sepang
City of Green Condominium,1100,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,650 sq.ft.,Hulu Langat
City of Green Condominium,1400,Selangor - Seri Kembangan,Service Residence,3.0,,2.0,1065 sq.ft.,Ampang Jaya
City of Green Condominium,1600,Selangor - Seri Kembangan,Service Residence,3.0,2.0,2.0,1065 sq.ft.,Ampang Jaya
City of Green Condominium,1300,Selangor - Seri Kembangan,Service Residence,3.0,2.0,2.0,1065 sq.ft.,Hulu Langat
Third Avenue,1500,Selangor - Cyberjaya,Apartment,2.0,2.0,1.0,650 sq.ft.,Sepang
Landmark Residence,1100,Selangor - Kajang,Service Residence,2.0,2.0,2.0,850 sq.ft.,Hulu Langat
LakeFront Residence,1900,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1390 sq.ft.,Sepang
Tiara Imperio @ Bangi,948,Selangor - Kajang,Service Residence,1.0,1.0,1.0,450 sq.ft.,Ampang Jaya
Kristal Villa,1350,Selangor - Kajang,Condominium,3.0,,2.0,1008 sq.ft.,Hulu Langat
Putra Raya Apartment,650,Selangor - Seri Kembangan,Apartment,3.0,,2.0,685 sq.ft.,Hulu Langat
Pelangi Damansara,1350,Selangor - Kota Damansara,Condominium,3.0,1.0,2.0,932 sq.ft.,Shah Alam
Apartment Idaman,600,Selangor - Petaling Jaya,Apartment,3.0,,2.0,650 sq.ft.,Shah Alam
Hyde Tower @ i-City,1200,Selangor - Shah Alam,Service Residence,1.0,1.0,1.0,500 sq.ft.,Klang
Lestari Perdana Apartment,700,Selangor - Seri Kembangan,Apartment,3.0,,2.0,750 sq.ft.,Hulu Langat
The Trees Damansara,2400,Selangor - Damansara Perdana,Condominium,3.0,2.0,2.0,849 sq.ft.,Subang Jaya
Horizon Suites,1199,Selangor - Dengkil,Service Residence,2.0,,1.0,480 sq.ft.,Sepang
Green Suria Apartment,1000,Selangor - Cheras,Apartment,3.0,2.0,2.0,1100 sq.ft.,Ampang Jaya
The Olive,1750,Selangor - Sepang,Condominium,3.0,,2.0,800 sq.ft.,Sepang
Vista Alam Serviced Apartment,1500,Selangor - Shah Alam,Service Residence,2.0,1.0,2.0,719 sq.ft.,Klang
Taman Anggerik Villa 2,780,Selangor - Kajang,Apartment,2.0,1.0,2.0,1063 sq.ft.,Hulu Langat
Flora Damansara,800,Selangor - Damansara Perdana,Apartment,3.0,1.0,2.0,800 sq.ft.,Petaling
Menara Kayangan Apartment,2000,Selangor - Ampang,Apartment,3.0,1.0,2.0,1500 sq.ft.,Hulu Langat
Taman Taming Indah,980,Selangor - Kajang,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Sri Pinang (Puchong),850,Selangor - Puchong,Apartment,3.0,,2.0,850 sq.ft.,Petaling
saujana apartment,900,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,850 sq.ft.,Subang Jaya
Sri Sentosa AC4 Block E,900,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,850 sq.ft.,Subang Jaya
Canopy Hills,850,Selangor - Kajang,Condominium,2.0,1.0,1.0,600 sq.ft.,Hulu Langat
